StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_4_TEXT,Q1.5,Q1.5_6_TEXT,Q2,Q2_69_TEXT,Q3,Q3_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_5_TEXT,Q18_6_TEXT,Q19,Q19_7_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31_1,Q31_2,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q39_TEXT,Q40_1,Q81_1,Q81_2,Q81_3,Q38.5,Q38.5_4_TEXT,Q38.5.5,Q38.5.5_4_TEXT,Q79,Q79_3_TEXT,Q41,Q42,Q43,Q80,Q44,Q45,Q82,Q82_13_TEXT
2023-10-11 08:21:23,2079,R_4DSU1bsJjXcJtaP,NA,NA,George,NA,NA,NA,Community 9,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Other",Menstrual kits distribution,1500,265,9,180,5,NA,5,10,NA,Results yet,Results  not yet,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,9,9,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2023-10-23 03:34:53,1464,R_hnz7aLlG2ZnjLnZ,5.862967,0.031949,George,NA,NA,NA,Dedenya,NA,Routine Program Evaluation,NA,1000,420,16,167,44,NA,44,48,NA,24,28,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2023-10-23 04:22:45,857,R_78eJWTKiV7pZhqu,5.848264,0.046957,George,NA,NA,NA,Mampong Shai,NA,Routine Program Evaluation,NA,800,275,15,109,28,NA,28,20,NA,16,10,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-10-23 07:54:59,776,R_bWFjgeWPT4XdVB7,NA,NA,George,NA,NA,NA,Minya,NA,Routine Program Evaluation,NA,600,145,14,48,18,NA,17,9,NA,18,5,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Broken,18 broken replaced,18,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-10-24 03:30:28,1355,R_lkL4YYSBgm7rL06,NA,NA,George,NA,NA,NA,Madavunu,NA,Routine Program Evaluation,NA,1200,219,8,60,25,NA,66,13,NA,18,9,NA,NA,NA,NA,NA,NA,NA,Other,NA,No,NA,11,11,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2023-11-01 03:49:28,675,R_6QHbSY7iQDFrDCq,NA,NA,George,NA,NA,NA,Nyienpeya,NA,"MGR Maintenance,Routine Program Evaluation",NA,950,120,12,26,15,NA,31,8,NA,28,5,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,14,14,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-08 03:21:08,3838,R_2gmxEGTx03qi7hs,5.945799,-0.32744,George,NA,NA,NA,Afransua Dedewa MA Primary,NA,Routine Program Evaluation,NA,800,226,16,67,15,NA,43,Not yet,NA,Not yet,Not yet,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-09 02:33:21,2030,R_2OTXAMrI4oUSULz,5.897976,-0.276219,George,NA,NA,NA,Obosonu,NA,Routine Program Evaluation,NA,NA,312,15,92,29,NA,82,24,NA,24,18,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",5,5,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-09 04:04:58,4682,R_mgQjS6Li9aIrHG6,5.912259,-0.256448,George,NA,NA,NA,Akwansu,NA,"Routine Program Evaluation,Other",Science kits microscope,1100,NA,16,74,26,NA,79,15,NA,20,8,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",6,6,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-10 02:01:57,1414,R_i7DixIPWrGCbiHl,NA,NA,George,NA,NA,NA,Mamakrom,NA,Routine Program Evaluation,NA,1500,280,13,86,16,NA,52,15,NA,14,13,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,20,16 4 with teachers,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, another organization or the government has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-13 03:41:40,665,R_iCS50c3lhR4ND2m,6.865386,-1.217725,George,NA,NA,NA,Domase,NA,Routine Program Evaluation,NA,900,149,10,36,No jhs,NA,N/A,NA,NA,NA,NA,3-5 km,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",17 replaced and added,17,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2023-11-13 05:13:41,437,R_laYzmnnlCQg2fWw,6.907929,-1.193542,George,NA,NA,NA,Other:,Empowerplaygrounds Basic Mobia,"MGR Maintenance,Routine Program Evaluation",NA,900,210,1,Only lower primary,No yet,NA,N/A,NA,NA,NA,NA,The closest JHS is greater than 6 km distance from the school,NA,NA,NA,NA,NA,NA,No,NA,No,NA,20,20,Yes,NA,NA,NA,They don't use them,NA,NA,"Yes, EPI has given them a library",NA,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-10-20 06:01:52,687,R_bm4ITT90w1cOh55,5.578255,-0.881685,George,NA,NA,NA,Pediatorkope,NA,Routine Program Evaluation,NA,800,120,11,41,8,NA,8,16,NA,24,5,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,"Lost,Broken",18,14,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,NA,"Yes, another organization or the government has given them something to provide clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-10-24 06:23:43,424,R_dNkNElaJsl6nXR3,5.986562,0.357017,George,NA,NA,NA,Dedewa,NA,Routine Program Evaluation,NA,NA,148,14,42,23,NA,47,12,NA,28,7,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Lost,6,6,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-10-24 07:27:43,1262,R_d1j7yEiHifj5hp2,5.952738,0.371377,George,NA,NA,NA,Ador Kope R/C Primary,NA,Routine Program Evaluation,NA,1500,243,15,92,24,NA,86.,22,NA,22,15,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-16 02:29:59,620,R_4LaOI3sqej6TlR0,5.903093,-0.522268,George,NA,NA,NA,Nwawasua MA,NA,Routine Program Evaluation,NA,700,158,10,37,9,NA,9,10,NA,19,7,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-11-16 04:28:19,2155,R_jUwvss7oj3v8JBQ,NA,NA,George,NA,NA,NA,Bomigo,NA,Routine Program Evaluation,NA,650,142,10,NA,12,NA,29,10,NA,33,6,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, EPI has helped build some","Yes, EPI has helped them get access to clean water","Yes, EPI has built enough classrooms for them to use",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2023-11-23 04:25:00,1091,R_8kEX48NIoYygwSb,5.897865,-0.276513,George,NA,NA,NA,Obelemanya,NA,Routine Program Evaluation,NA,800,267,14,75,.20,NA,65,22,NA,28,14,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,24,24,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2023-12-06 04:30:39,1498,R_hn9kAArJVA7xDtC,7.29116,-2.405507,George,NA,NA,NA,Gourcy Burkina Faso School,NA,Routine Program Evaluation,NA,2500,530,34,135,49,NA,103,22,NA,.16,22,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Broken,23 broken 5 replaced,23,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2023-12-06 05:38:25,1873,R_lYpLXcpNLjT0Vl2,7.281778,-2.435767,George,NA,NA,NA,Dedenya,NA,Routine Program Evaluation,NA,NA,205,10,52,20,NA,60,15,NA,15,11,NA,NA,NA,NA,NA,NA,NA,Yes,NA,No,NA,33,33,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2024-01-22 04:53:28,767,R_gxiCv5Gc11AGqbl,6.297161,-0.689404,Richard,NA,NA,NA,Begoro,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,1600,240,12,81,20,NA,64,20,NA,23,18,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-2 times in a term,5- This describes our school,3- This describes our school a little bit,"Yes, EPI has given them a library",NA,"Yes, another organization or the government has given them some","Yes, EPI has helped them get access to clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""duration""}","{""ImportId"":""_recordId""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""QID43""}","{""ImportId"":""QID43_4_TEXT""}",NA,NA,"{""ImportId"":""QID1""}","{""ImportId"":""QID1_53_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID18_5_TEXT""}","{""ImportId"":""QID32_TEXT""}","{""ImportId"":""QID10_TEXT""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID12_TEXT""}","{""ImportId"":""QID33_TEXT""}",NA,"{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID31_TEXT""}",NA,"{""ImportId"":""QID47_TEXT""}","{""ImportId"":""QID34_TEXT""}","{""ImportId"":""QID15""}",NA,NA,NA,NA,NA,NA,"{""ImportId"":""QID7""}",NA,"{""ImportId"":""QID23""}","{""ImportId"":""QID26""}","{""ImportId"":""QID42_TEXT""}","{""ImportId"":""QID24_TEXT""}","{""ImportId"":""QID25""}",NA,NA,NA,"{""ImportId"":""QID19""}","{""ImportId"":""QID20_1""}","{""ImportId"":""QID20_2""}","{""ImportId"":""QID35""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID38""}","{""ImportId"":""QID39""}","{""ImportId"":""QID44""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{""ImportId"":""QID41""}",NA,NA
2018-10-25 08:18:55,0,R_mWg3Cywh2SQ2wVj,7.01940000000000008384404281969182193279266357421875,-1.1180000000000001048050535246147774159908294677734375,George,NA,NA,NA,Dagomba,NA,"Routine Program Evaluation,Other",Deliver library books,950,421,16,123,33,NA,93,28,NA,NA,28,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,Yes,Broken,36 broken one replaced,36,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2018-10-18 04:55:55,0,R_3sU3zNl3aXuzy3F,6.158310000000000172803993336856365203857421875,-0.3376310000000000144382283906452357769012451171875,George,NA,NA,NA,Mpaem M/A Basic School,NA,Other,Days for girls,900,141,15,98,12,NA,39,18,NA,NA,15,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,"Stolen,Broken",32    3 were replaced,24,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"No, this school needs a toilet","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-10-23 11:25:48,0,R_2DMct4r7MWFvqQs,5.816176999999999708279574406333267688751220703125,-0.33960699999999999221245161606930196285247802734375,George,NA,NA,NA,Afransua Dedewa M/A Primary School,NA,Routine Program Evaluation,NA,900,149,8,24,7,NA,N/A,N/A,NA,NA,N/A,3-5 km,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",24,21 for with teachers,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet",NA,"No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-10-23 11:11:02,0,R_f7jGCmN225nArhT,5.81616399999999966752284308313392102718353271484375,-0.339585999999999998966160319469054229557514190673828125,George,NA,NA,NA,Luta,NA,Routine Program Evaluation,NA,1500,160,14,56,12,NA,30,12,NA,NA,9,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",24,24,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2018-10-23 10:58:14,0,R_6MfUjEEf49xfB6X,5.81616399999999966752284308313392102718353271484375,-0.339614000000000026968649535774602554738521575927734375,George,NA,NA,NA,Amuyaokope,NA,"MGR Maintenance,Surveyor Team Visit",NA,1650,303,15,90,27,NA,67,23,NA,NA,22,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",25,24 one for teachers,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2018-11-02 05:41:54,839,R_5h74bK7bwsZkaE0,6.00521100000000007668177204323001205921173095703125,0.424902999999999975155873244148097001016139984130859375,George,NA,NA,NA,Terhey,NA,"MGR Maintenance,Routine Program Evaluation",NA,600,210,10,55,22,NA,44,8,NA,NA,8,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",8,8,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-11-02 03:23:02,2002,R_1TXbpxOXgTfPHu0,5.97218800000000005212541509536094963550567626953125,0.423958999999999974761522025801241397857666015625,George,NA,NA,NA,Madavunu,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,800,220,15,61,15,NA,40,10,NA,NA,10,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",13,12,No,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
2018-10-22 06:21:11,707,R_8hixYcJNAEhJXzE,10.86098199999999991405275068245828151702880859375,-0.9002529999999999699156205679173581302165985107421875,Richard,NA,NA,NA,Nyariga Girls School,NA,"MGR Maintenance,Surveyor Team Visit",NA,2000,115,8,N/A,N/A,NA,115,48,NA,NA,46,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",40,25,Yes,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-12-05 01:51:06,1258,R_hAaQf0sstNogtJb,5.12166500000000013415046851150691509246826171875,-1.95144800000000007145217750803567469120025634765625,George,NA,NA,NA,Community School 9,NA,MGR Maintenance,NA,500,165,8,42,8,NA,31,5,NA,NA,5,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",20,17  3 for teachers,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-12-05 00:43:01,1232,R_0PzKJAN0ZwHSyHV,5.09738799999999958600938043673522770404815673828125,-1.955845000000000055706550483591854572296142578125,George,NA,NA,NA,Community School 3,NA,"MGR Maintenance,Routine Program Evaluation",NA,500,90,7,NA,14,NA,N/A,N/A,NA,NA,N/A,3-5 km,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",18,13       5 for the teachers,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"Yes, EPI has given them a library",N/A- this school already has a library,"No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maybe in the future,NA,NA
2018-11-14 02:41:35,11137,R_9qXRwNWlQJdTGZ4,7.80256500000000041694647734402678906917572021484375,-1.0126749999999999918287585387588478624820709228515625,George,NA,NA,NA,Nwowom,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,800,117,11,57,N|A,NA,N/A,N\A,NA,NA,N\A,The closest JHS is greater than 6 km distance from the school,NA,NA,NA,NA,NA,NA,Yes,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",6,4,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","No, this school needs a toilet","No, this school needs a borehole or other clean water solution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-11-13 06:23:31,730,R_dtIb7AN7r0PFj6z,7.62858099999999961227103995042853057384490966796875,-0.9711220000000000407425204684841446578502655029296875,George,NA,NA,NA,Old KonKrompe,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,800,273,13,60,Not yet only up to JHS 2,NA,18,N/A,NA,NA,N/A,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,No,NA,No,"N/A- No lanterns are being reported lost, stolen, or broken",13,Students have 13 one with a teacher,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, EPI has helped build some","No, this school needs a borehole or other clean water solution","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-11-13 03:37:47,1982,R_iZ8yUQOxUmMS5jo,7.662772000000000360842022928409278392791748046875,-0.99081399999999997252331240815692581236362457275390625,George,NA,NA,NA,Old KonKrompe,NA,Routine Program Evaluation,NA,608,307,13,106,16,NA,N/A,N/A,NA,NA,N/A,3-5 km,NA,NA,NA,NA,NA,NA,"No, but they have poles or power lines",NA,No,Broken,17 broken ones replaced,17,Yes,NA,NA,NA,3 or more times in a term,5- This describes our school,5- This describes our school,"No, they need a library",Yes,"No, this school needs a toilet","Yes, another organization or the government has given them something to provide clean water","No, this school needs more classrooms or an upgrade to their current buildings",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
2018-11-12 05:01:02,1211,R_e1Ljncz3Z7M8dF0,5.86291700000000037817926568095572292804718017578125,0.032036000000000001974864716203228454105556011199951171875,George,NA,NA,NA,Dedenya,NA,Routine Program Evaluation,NA,800,338,16,113,48,NA,94,33,NA,NA,11,0 - This school has a Junior High School,NA,NA,NA,NA,NA,NA,Yes,NA,No,Stolen,0,No groups,No,NA,NA,NA,1-2 times in a term,5- This describes our school,5- This describes our school,"No, they need a library","No, they need a classroom block or building for their library","Yes, another organization or the government has given them some","Yes, another organization or the government has given them something to provide clean water","Yes, they already had enough classrooms or another organization has provided them",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, they do not need anything or they need to work on their lantern program more.",NA,NA
